sample_id,current_emotion,proposed_emotion,transition,current_valence,current_arousal,proposed_valence,proposed_arousal,same_valence,same_arousal,model_vote_count,model_sources,all_sources,support_score,model_support_score,public_style_support_score,public_duplicate_support_score,max_confidence,exact_duplicate,near_duplicate,failed_transition_count,current_label_issue_count,rationale
track2_0410,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",3.381239,2.618962,0.762277,0.0,0.830776,False,False,20,0,
track2_0044,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",3.372376,2.663235,0.709141,0.0,0.78318,False,False,20,0,
track2_0880,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",3.368106,2.617604,0.750502,0.0,0.783169,False,False,20,0,
track2_0942,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",3.30567,2.586274,0.719396,0.0,0.749026,False,False,20,0,
track2_0580,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",3.275672,2.551767,0.723905,0.0,0.755085,False,False,20,0,
track2_0704,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",3.267305,2.523067,0.744238,0.0,0.779179,False,False,20,0,
track2_0718,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",3.251046,2.629418,0.621628,0.0,0.806466,False,False,20,0,
track2_0515,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",3.249106,2.508492,0.740614,0.0,0.740614,False,False,20,0,
track2_0941,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",3.218878,2.508392,0.710486,0.0,0.776759,False,False,20,0,
track2_0270,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",3.177859,2.475075,0.702784,0.0,0.763472,False,False,20,0,
track2_0196,tired,sad,tired->sad,Negative,Low,Negative,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",3.129731,2.598094,0.531637,0.0,0.822765,False,False,3,0,
track2_0280,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",3.110749,2.392913,0.717836,0.0,0.717836,False,False,20,0,
track2_0809,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",3.089265,2.420368,0.668897,0.0,0.715888,False,False,20,0,
track2_0443,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",3.071909,2.346549,0.72536,0.0,0.745742,False,False,20,0,
track2_0169,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",3.028323,2.304232,0.724092,0.0,0.744333,False,False,20,0,
track2_0099,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",3.012319,2.3847,0.627619,0.0,0.793806,False,False,20,0,
track2_0996,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",3.008955,2.413591,0.595364,0.0,0.764003,False,False,20,0,
track2_0455,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",3.004516,2.48509,0.519426,0.0,0.757141,False,False,20,0,
track2_0207,content,calm,content->calm,Positive,Low,Positive,Low,True,True,4,"clip,dinov2,gemini35,siglip2","clip,dinov2,gemini35,public_inclusive,siglip2",2.998041,2.551428,0.446613,0.0,0.85,False,False,20,0,"The gentle poses of the women looking out over the water and the soft, muted colors evoke a sense of quiet, peaceful stillness best described as calm."
track2_0832,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.988754,2.329194,0.65956,0.0,0.727494,False,False,20,0,
track2_0557,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.962273,2.357018,0.605255,0.0,0.750277,False,False,20,0,
track2_0441,annoyed,calm,annoyed->calm,Negative,High,Positive,Low,False,False,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.956602,2.360111,0.596491,0.0,0.699742,False,False,0,0,
track2_0063,tired,sad,tired->sad,Negative,Low,Negative,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.956087,2.311161,0.644926,0.0,0.789427,False,False,3,0,
track2_0800,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.954513,2.28543,0.669083,0.0,0.69676,False,False,20,0,
track2_0779,content,excited,content->excited,Positive,Low,Positive,High,True,False,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.917541,2.43226,0.485281,0.0,0.867206,False,False,0,0,
track2_0618,sad,calm,sad->calm,Negative,Low,Positive,Low,False,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.884137,2.224587,0.65955,0.0,0.691262,False,False,0,0,
track2_0087,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.879463,2.270185,0.609278,0.0,0.752131,False,False,20,0,
track2_0481,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.830227,2.193453,0.636774,0.0,0.696334,False,False,20,0,
track2_0678,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.82341,2.209011,0.614399,0.0,0.712295,False,False,20,0,
track2_0925,calm,tired,calm->tired,Positive,Low,Negative,Low,False,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.814453,2.252189,0.562264,0.0,0.805333,False,False,0,0,
track2_0233,tired,sad,tired->sad,Negative,Low,Negative,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.813789,2.285597,0.528192,0.0,0.672189,False,False,3,0,
track2_0998,content,excited,content->excited,Positive,Low,Positive,High,True,False,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.812427,2.220685,0.591742,0.0,0.68756,False,False,0,0,
track2_0269,content,calm,content->calm,Positive,Low,Positive,Low,True,True,4,"clip,dinov2,gemini35,siglip2","clip,dinov2,gemini35,public_inclusive,siglip2",2.788954,2.395604,0.39335,0.0,0.85,False,False,20,0,"The serene landscape featuring Mount Fuji, the still water, and the muted, earthy color palette evoke a sense of calm stillness rather than active contentment."
track2_0504,tired,bored,tired->bored,Negative,Low,Negative,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.742527,2.141863,0.600664,0.0,0.668029,False,False,0,0,
track2_0335,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.738516,2.099376,0.639139,0.0,0.703785,False,False,20,0,
track2_0830,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.722182,1.982932,0.739249,0.0,0.782145,False,False,20,0,
track2_0451,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.687428,2.05968,0.627748,0.0,0.650887,False,False,20,0,
track2_0396,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.663339,2.071635,0.591704,0.0,0.692411,False,False,20,0,
track2_0806,annoyed,calm,annoyed->calm,Negative,High,Positive,Low,False,False,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.652931,2.00115,0.651781,0.0,0.686459,False,False,0,0,
track2_0442,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.609448,2.037142,0.572306,0.0,0.687987,False,False,20,0,
track2_0681,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.598036,2.041333,0.556703,0.0,0.704227,False,False,20,0,
track2_0944,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",2.558192,1.827214,0.730978,0.0,0.781004,False,False,20,0,
track2_0781,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.556739,1.951445,0.605294,0.0,0.641051,False,False,20,0,
track2_0052,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.554886,1.914395,0.640491,0.0,0.721007,False,False,20,0,
track2_0899,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.543996,1.951327,0.592669,0.0,0.643132,False,False,20,0,
track2_0020,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.539362,2.01325,0.526111,0.0,0.676246,False,False,20,0,
track2_0627,sad,calm,sad->calm,Negative,Low,Positive,Low,False,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.51745,1.994005,0.523445,0.0,0.637413,False,False,0,0,
track2_0319,calm,bored,calm->bored,Positive,Low,Negative,Low,False,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.511752,1.832689,0.679063,0.0,0.72914,False,False,0,0,
track2_0746,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.492835,1.932643,0.560192,0.0,0.637835,False,False,20,0,
track2_0517,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.492731,1.977662,0.515069,0.0,0.658936,False,False,20,0,
track2_0777,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,gemini35,siglip2","clip,gemini35,public_clean,siglip2",2.489308,2.023733,0.465575,0.0,0.85,False,False,20,0,"The quiet, static arrangement of scholarly objects and the muted, earthy color palette evoke a profound sense of calm stillness and meditative peace rather than active contentment."
track2_0030,alarmed,sad,alarmed->sad,Negative,High,Negative,Low,True,False,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.467842,1.875804,0.592038,0.0,0.729156,False,False,0,0,
track2_0437,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.463653,1.89383,0.569824,0.0,0.695319,False,False,20,0,
track2_0930,tired,sad,tired->sad,Negative,Low,Negative,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.45873,1.905413,0.553317,0.0,0.676176,False,False,3,0,
track2_0211,tired,calm,tired->calm,Negative,Low,Positive,Low,False,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.456233,1.837752,0.618481,0.0,0.69046,False,False,0,0,
track2_0631,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.446578,1.882706,0.563871,0.0,0.646089,False,False,20,0,
track2_0966,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.427519,1.924028,0.503491,0.0,0.63165,False,False,20,0,
track2_0191,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.42697,1.93158,0.49539,0.0,0.648318,False,False,20,0,
track2_0167,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_inclusive,siglip2",2.42458,1.909372,0.515208,0.0,0.720516,False,False,20,0,
track2_0928,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.417712,1.865198,0.552514,0.0,0.616764,False,False,20,0,
track2_0056,tired,calm,tired->calm,Negative,Low,Positive,Low,False,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.412097,1.926867,0.48523,0.0,0.700287,False,False,0,0,
track2_0994,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.40447,1.873494,0.530976,0.0,0.639562,False,False,20,0,
track2_0271,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",2.401836,1.693818,0.708018,0.0,0.762479,False,False,20,0,
track2_0964,excited,happy,excited->happy,Positive,High,Positive,High,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.395768,1.861262,0.534506,0.0,0.669219,False,False,1,0,
track2_0369,annoyed,calm,annoyed->calm,Negative,High,Positive,Low,False,False,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.39082,1.76156,0.62926,0.0,0.666584,False,False,0,0,
track2_0447,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.38384,1.838914,0.544926,0.0,0.671495,False,False,20,0,
track2_0550,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.380793,1.852734,0.528059,0.0,0.650267,False,False,20,0,
track2_0946,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,gemini35,siglip2","clip,gemini35,public_clean,siglip2",2.35899,1.92247,0.43652,0.0,0.85,False,False,20,0,"The serene, quiet depiction of nature with muted colors and elegant, balanced composition evokes a sense of calm stillness rather than active contentment."
track2_0575,tired,bored,tired->bored,Negative,Low,Negative,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.342766,1.816079,0.526687,0.0,0.699128,False,False,0,0,
track2_0756,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,gemini35,siglip2","clip,gemini35,public_clean,siglip2",2.34092,2.016021,0.324899,0.0,0.85,False,False,20,0,"The serene depiction of a boy playing a flute while riding a water buffalo under a tree, rendered in soft ink washes and muted tones, evokes a deep sense of peaceful stillness and calm."
track2_0974,happy,calm,happy->calm,Positive,High,Positive,Low,True,False,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.339337,1.849568,0.489769,0.0,0.641081,False,False,0,0,
track2_0178,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.320952,1.789583,0.531369,0.0,0.549628,False,False,20,0,
track2_0163,tired,content,tired->content,Negative,Low,Positive,Low,False,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.319269,1.818386,0.500883,0.0,0.548471,False,False,0,0,
track2_0306,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.318532,1.791999,0.526533,0.0,0.614729,False,False,20,0,
track2_0345,tired,calm,tired->calm,Negative,Low,Positive,Low,False,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.317096,1.853406,0.46369,0.0,0.644785,False,False,0,0,
track2_0494,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.315533,1.720195,0.595338,0.0,0.595338,False,False,20,0,
track2_0760,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",2.300749,1.58735,0.713399,0.0,0.72176,False,False,20,0,
track2_0773,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.297052,1.796849,0.500202,0.0,0.615703,False,False,20,0,
track2_0059,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.281115,1.805427,0.475688,0.0,0.681114,False,False,20,0,
track2_0189,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.225322,1.607684,0.617638,0.0,0.653439,False,False,20,0,
track2_0090,calm,excited,calm->excited,Positive,Low,Positive,High,True,False,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",2.214131,1.653739,0.560392,0.0,0.726506,False,False,0,0,
track2_0361,excited,calm,excited->calm,Positive,High,Positive,Low,True,False,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.207299,1.802253,0.405046,0.0,0.617989,False,False,0,0,
track2_0229,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.183206,1.670688,0.512519,0.0,0.619083,False,False,20,0,
track2_0185,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",2.172303,1.478592,0.693711,0.0,0.741931,False,False,20,0,
track2_0125,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",2.163565,1.622913,0.540652,0.0,0.747005,False,False,20,0,
track2_0213,sad,calm,sad->calm,Negative,Low,Positive,Low,False,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.154862,1.587317,0.567545,0.0,0.604838,False,False,0,0,
track2_0477,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.153022,1.722995,0.430027,0.0,0.559317,False,False,20,0,
track2_0626,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.145332,1.713964,0.431368,0.0,0.586282,False,False,20,0,
track2_0526,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.133873,1.566235,0.567638,0.0,0.567638,False,False,20,0,
track2_0179,tired,sad,tired->sad,Negative,Low,Negative,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.116362,1.616567,0.499795,0.0,0.578465,False,False,3,0,
track2_0982,aroused,excited,aroused->excited,Positive,High,Positive,High,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.113308,1.812027,0.301281,0.0,0.712512,False,False,1,0,
track2_0008,alarmed,sad,alarmed->sad,Negative,High,Negative,Low,True,False,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.11212,1.572148,0.539972,0.0,0.669499,False,False,0,0,
track2_0572,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.100383,1.57824,0.522143,0.0,0.551543,False,False,20,0,
track2_0413,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.070507,1.612636,0.457871,0.0,0.648084,False,False,20,0,
track2_0611,tired,calm,tired->calm,Negative,Low,Positive,Low,False,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.064317,1.599594,0.464723,0.0,0.523817,False,False,0,0,
track2_0943,sad,frustrated,sad->frustrated,Negative,Low,Negative,High,True,False,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.056652,1.61299,0.443662,0.0,0.517166,False,False,0,0,
track2_0609,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.047638,1.483495,0.564143,0.0,0.564143,False,False,20,0,
track2_0635,happy,excited,happy->excited,Positive,High,Positive,High,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.041578,1.683674,0.357904,0.0,0.549317,False,False,3,0,
track2_0665,calm,aroused,calm->aroused,Positive,Low,Positive,High,True,False,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.031775,1.674921,0.356853,0.0,0.544417,False,False,0,0,
track2_0155,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.029443,1.646259,0.383184,0.0,0.62182,False,False,20,0,
track2_0747,tired,calm,tired->calm,Negative,Low,Positive,Low,False,True,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",2.025574,1.455828,0.569746,0.0,0.621559,False,False,0,0,
track2_0483,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",2.002499,1.544706,0.457793,0.0,0.493598,False,False,20,0,
track2_0646,alarmed,content,alarmed->content,Negative,High,Positive,Low,False,False,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",1.960515,1.419078,0.541437,0.0,0.543856,False,False,0,0,
track2_0602,aroused,annoyed,aroused->annoyed,Positive,High,Negative,High,False,True,2,"clip,dinov2","clip,dinov2,public_clean,public_inclusive",1.960418,1.562311,0.398107,0.0,0.712847,False,False,0,0,
track2_0215,tired,content,tired->content,Negative,Low,Positive,Low,False,True,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",1.959172,1.543011,0.416161,0.0,0.807491,False,False,0,0,
track2_0539,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,gemini35,siglip2","clip,gemini35,public_clean,siglip2",1.957741,1.743457,0.214284,0.0,0.85,False,False,20,0,"The serene expression of the woman and the soft, delicate charcoal shading evoke a sense of quiet, peaceful calm rather than active contentment."
track2_0263,excited,happy,excited->happy,Positive,High,Positive,High,True,True,2,"dinov2,siglip2","dinov2,public_clean,public_inclusive,siglip2",1.95715,1.418338,0.538812,0.0,0.675357,False,False,1,0,
track2_0493,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"clip,gemini35","clip,gemini35,public_inclusive",1.952585,1.559295,0.39329,0.0,0.85,False,False,20,0,"The delicate, precise lines and soft, harmonious colors of the traditional floral painting evoke a sense of quiet stillness and meditative tranquility, making 'calm' a more accurate description than 'content'."
track2_0669,sad,calm,sad->calm,Negative,Low,Positive,Low,False,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",1.948665,1.426785,0.52188,0.0,0.545664,False,False,0,0,
track2_0795,content,calm,content->calm,Positive,Low,Positive,Low,True,True,3,"clip,dinov2,siglip2","clip,dinov2,public_clean,public_inclusive,siglip2",1.932389,1.533724,0.398665,0.0,0.58909,False,False,20,0,
track2_0417,content,calm,content->calm,Positive,Low,Positive,Low,True,True,2,"clip,siglip2","clip,public_clean,public_inclusive,siglip2",1.931021,1.376456,0.554565,0.0,0.657103,False,False,20,0,
