candidate_name,from,risk,same_quadrant,sample_id,to,transition
v17_aggressive_probe,"{'emotion': 'sad', 'valence': 'Negative', 'arousal': 'Low'}",cross_quadrant,False,track2_0213,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",sad->calm
v17_aggressive_probe,"{'emotion': 'tired', 'valence': 'Negative', 'arousal': 'Low'}",cross_quadrant,False,track2_0215,"{'emotion': 'content', 'valence': 'Positive', 'arousal': 'Low'}",tired->content
v17_aggressive_probe,"{'emotion': 'tired', 'valence': 'Negative', 'arousal': 'Low'}",same_quadrant,True,track2_0233,"{'emotion': 'sad', 'valence': 'Negative', 'arousal': 'Low'}",tired->sad
v17_aggressive_probe,"{'emotion': 'frustrated', 'valence': 'Negative', 'arousal': 'High'}",cross_quadrant,False,track2_0256,"{'emotion': 'happy', 'valence': 'Positive', 'arousal': 'High'}",frustrated->happy
v17_aggressive_probe,"{'emotion': 'excited', 'valence': 'Positive', 'arousal': 'High'}",same_quadrant,True,track2_0263,"{'emotion': 'happy', 'valence': 'Positive', 'arousal': 'High'}",excited->happy
v17_aggressive_probe,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",cross_quadrant,False,track2_0319,"{'emotion': 'bored', 'valence': 'Negative', 'arousal': 'Low'}",calm->bored
v17_aggressive_probe,"{'emotion': 'tired', 'valence': 'Negative', 'arousal': 'Low'}",cross_quadrant,False,track2_0345,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",tired->calm
v17_aggressive_probe,"{'emotion': 'excited', 'valence': 'Positive', 'arousal': 'High'}",cross_quadrant,False,track2_0361,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",excited->calm
v17_aggressive_probe,"{'emotion': 'annoyed', 'valence': 'Negative', 'arousal': 'High'}",cross_quadrant,False,track2_0369,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",annoyed->calm
v17_aggressive_probe,"{'emotion': 'content', 'valence': 'Positive', 'arousal': 'Low'}",cross_quadrant,False,track2_0382,"{'emotion': 'excited', 'valence': 'Positive', 'arousal': 'High'}",content->excited
v17_aggressive_probe,"{'emotion': 'annoyed', 'valence': 'Negative', 'arousal': 'High'}",cross_quadrant,False,track2_0441,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",annoyed->calm
v17_aggressive_probe,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",cross_quadrant,False,track2_0457,"{'emotion': 'aroused', 'valence': 'Positive', 'arousal': 'High'}",calm->aroused
v17_aggressive_probe,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",cross_quadrant,False,track2_0460,"{'emotion': 'annoyed', 'valence': 'Negative', 'arousal': 'High'}",calm->annoyed
v17_aggressive_probe,"{'emotion': 'alarmed', 'valence': 'Negative', 'arousal': 'High'}",cross_quadrant,False,track2_0480,"{'emotion': 'sad', 'valence': 'Negative', 'arousal': 'Low'}",alarmed->sad
v17_aggressive_probe,"{'emotion': 'tired', 'valence': 'Negative', 'arousal': 'Low'}",same_quadrant,True,track2_0504,"{'emotion': 'bored', 'valence': 'Negative', 'arousal': 'Low'}",tired->bored
v17_aggressive_probe,"{'emotion': 'tired', 'valence': 'Negative', 'arousal': 'Low'}",cross_quadrant,False,track2_0505,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",tired->calm
v17_aggressive_probe,"{'emotion': 'tired', 'valence': 'Negative', 'arousal': 'Low'}",same_quadrant,True,track2_0567,"{'emotion': 'sad', 'valence': 'Negative', 'arousal': 'Low'}",tired->sad
v17_aggressive_probe,"{'emotion': 'tired', 'valence': 'Negative', 'arousal': 'Low'}",same_quadrant,True,track2_0575,"{'emotion': 'bored', 'valence': 'Negative', 'arousal': 'Low'}",tired->bored
v17_aggressive_probe,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",cross_quadrant,False,track2_0591,"{'emotion': 'sad', 'valence': 'Negative', 'arousal': 'Low'}",calm->sad
v17_aggressive_probe,"{'emotion': 'aroused', 'valence': 'Positive', 'arousal': 'High'}",cross_quadrant,False,track2_0602,"{'emotion': 'annoyed', 'valence': 'Negative', 'arousal': 'High'}",aroused->annoyed
v17_aggressive_probe,"{'emotion': 'sad', 'valence': 'Negative', 'arousal': 'Low'}",cross_quadrant,False,track2_0618,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",sad->calm
v17_aggressive_probe,"{'emotion': 'sad', 'valence': 'Negative', 'arousal': 'Low'}",cross_quadrant,False,track2_0627,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",sad->calm
v17_aggressive_probe,"{'emotion': 'alarmed', 'valence': 'Negative', 'arousal': 'High'}",cross_quadrant,False,track2_0666,"{'emotion': 'sad', 'valence': 'Negative', 'arousal': 'Low'}",alarmed->sad
v17_aggressive_probe,"{'emotion': 'sad', 'valence': 'Negative', 'arousal': 'Low'}",cross_quadrant,False,track2_0696,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",sad->calm
v17_aggressive_probe,"{'emotion': 'aroused', 'valence': 'Positive', 'arousal': 'High'}",cross_quadrant,False,track2_0733,"{'emotion': 'alarmed', 'valence': 'Negative', 'arousal': 'High'}",aroused->alarmed
v17_aggressive_probe,"{'emotion': 'tired', 'valence': 'Negative', 'arousal': 'Low'}",cross_quadrant,False,track2_0747,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",tired->calm
v17_aggressive_probe,"{'emotion': 'content', 'valence': 'Positive', 'arousal': 'Low'}",cross_quadrant,False,track2_0770,"{'emotion': 'happy', 'valence': 'Positive', 'arousal': 'High'}",content->happy
v17_aggressive_probe,"{'emotion': 'content', 'valence': 'Positive', 'arousal': 'Low'}",cross_quadrant,False,track2_0779,"{'emotion': 'excited', 'valence': 'Positive', 'arousal': 'High'}",content->excited
v17_aggressive_probe,"{'emotion': 'annoyed', 'valence': 'Negative', 'arousal': 'High'}",cross_quadrant,False,track2_0806,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",annoyed->calm
v17_aggressive_probe,"{'emotion': 'glad', 'valence': 'Positive', 'arousal': 'Low'}",same_quadrant,True,track2_0818,"{'emotion': 'content', 'valence': 'Positive', 'arousal': 'Low'}",glad->content
v17_aggressive_probe,"{'emotion': 'aroused', 'valence': 'Positive', 'arousal': 'High'}",cross_quadrant,False,track2_0873,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",aroused->calm
v17_aggressive_probe,"{'emotion': 'alarmed', 'valence': 'Negative', 'arousal': 'High'}",cross_quadrant,False,track2_0890,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",alarmed->calm
v17_aggressive_probe,"{'emotion': 'sad', 'valence': 'Negative', 'arousal': 'Low'}",cross_quadrant,False,track2_0891,"{'emotion': 'alarmed', 'valence': 'Negative', 'arousal': 'High'}",sad->alarmed
v17_aggressive_probe,"{'emotion': 'bored', 'valence': 'Negative', 'arousal': 'Low'}",cross_quadrant,False,track2_0919,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",bored->calm
v17_aggressive_probe,"{'emotion': 'frustrated', 'valence': 'Negative', 'arousal': 'High'}",same_quadrant,True,track2_0922,"{'emotion': 'annoyed', 'valence': 'Negative', 'arousal': 'High'}",frustrated->annoyed
v17_aggressive_probe,"{'emotion': 'alarmed', 'valence': 'Negative', 'arousal': 'High'}",cross_quadrant,False,track2_0923,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",alarmed->calm
v17_aggressive_probe,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",cross_quadrant,False,track2_0925,"{'emotion': 'tired', 'valence': 'Negative', 'arousal': 'Low'}",calm->tired
v17_aggressive_probe,"{'emotion': 'content', 'valence': 'Positive', 'arousal': 'Low'}",cross_quadrant,False,track2_0927,"{'emotion': 'excited', 'valence': 'Positive', 'arousal': 'High'}",content->excited
v17_aggressive_probe,"{'emotion': 'tired', 'valence': 'Negative', 'arousal': 'Low'}",same_quadrant,True,track2_0930,"{'emotion': 'sad', 'valence': 'Negative', 'arousal': 'Low'}",tired->sad
v17_aggressive_probe,"{'emotion': 'excited', 'valence': 'Positive', 'arousal': 'High'}",same_quadrant,True,track2_0964,"{'emotion': 'happy', 'valence': 'Positive', 'arousal': 'High'}",excited->happy
v17_aggressive_probe,"{'emotion': 'happy', 'valence': 'Positive', 'arousal': 'High'}",cross_quadrant,False,track2_0974,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",happy->calm
v17_aggressive_probe,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",cross_quadrant,False,track2_0976,"{'emotion': 'annoyed', 'valence': 'Negative', 'arousal': 'High'}",calm->annoyed
v17_aggressive_probe,"{'emotion': 'aroused', 'valence': 'Positive', 'arousal': 'High'}",same_quadrant,True,track2_0982,"{'emotion': 'excited', 'valence': 'Positive', 'arousal': 'High'}",aroused->excited
v17_aggressive_probe,"{'emotion': 'content', 'valence': 'Positive', 'arousal': 'Low'}",cross_quadrant,False,track2_0998,"{'emotion': 'excited', 'valence': 'Positive', 'arousal': 'High'}",content->excited
