all_sources,current_arousal,current_emotion,current_label_issue_count,current_valence,exact_duplicate,failed_transition_count,max_confidence,model_sources,model_support_score,model_vote_count,near_duplicate,proposed_arousal,proposed_emotion,proposed_valence,public_duplicate_support_score,public_style_support_score,rationale,same_arousal,same_valence,sample_id,support_score,transition,v20_decision,v20_reasons,v20_risk,v20_role,v20_score
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.740614,"clip,dinov2,siglip2",2.508492,3,False,Low,calm,Positive,0.0,0.740614,,True,True,track2_0515,3.249106,content->calm,accept_candidate,model_and_public_style_consensus_overrides_caution_direction,caution,championship_consensus_accept,3.533167
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.776759,"clip,dinov2,siglip2",2.508392,3,False,Low,calm,Positive,0.0,0.710486,,True,True,track2_0941,3.218878,content->calm,accept_candidate,model_and_public_style_consensus_overrides_caution_direction,caution,championship_consensus_accept,3.506554
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.763472,"clip,dinov2,siglip2",2.475075,3,False,Low,calm,Positive,0.0,0.702784,,True,True,track2_0270,3.177859,content->calm,accept_candidate,model_and_public_style_consensus_overrides_caution_direction,caution,championship_consensus_accept,3.464206
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.717836,"clip,dinov2,siglip2",2.392913,3,False,Low,calm,Positive,0.0,0.717836,,True,True,track2_0280,3.110749,content->calm,accept_candidate,model_and_public_style_consensus_overrides_caution_direction,caution,championship_consensus_accept,3.392533
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.715888,"clip,dinov2,siglip2",2.420368,3,False,Low,calm,Positive,0.0,0.668897,,True,True,track2_0809,3.089265,content->calm,accept_candidate,model_and_public_style_consensus_overrides_caution_direction,caution,championship_consensus_accept,3.370854
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.745742,"clip,dinov2,siglip2",2.346549,3,False,Low,calm,Positive,0.0,0.72536,,True,True,track2_0443,3.071909,content->calm,accept_candidate,model_and_public_style_consensus_overrides_caution_direction,caution,championship_consensus_accept,3.356483
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.744333,"clip,dinov2,siglip2",2.304232,3,False,Low,calm,Positive,0.0,0.724092,,True,True,track2_0169,3.028323,content->calm,accept_candidate,model_and_public_style_consensus_overrides_caution_direction,caution,championship_consensus_accept,3.312756
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.793806,"clip,dinov2,siglip2",2.3847,3,False,Low,calm,Positive,0.0,0.627619,,True,True,track2_0099,3.012319,content->calm,accept_candidate,model_and_public_style_consensus_overrides_caution_direction,caution,championship_consensus_accept,3.3017
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.764003,"clip,dinov2,siglip2",2.413591,3,False,Low,calm,Positive,0.0,0.595364,,True,True,track2_0996,3.008955,content->calm,accept_candidate,model_and_public_style_consensus_overrides_caution_direction,caution,championship_consensus_accept,3.295355
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.757141,"clip,dinov2,siglip2",2.48509,3,False,Low,calm,Positive,0.0,0.519426,,True,True,track2_0455,3.004516,content->calm,accept_candidate,model_and_public_style_consensus_overrides_caution_direction,caution,championship_consensus_accept,3.29023
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.727494,"clip,dinov2,siglip2",2.329194,3,False,Low,calm,Positive,0.0,0.65956,,True,True,track2_0832,2.988754,content->calm,accept_candidate,model_and_public_style_consensus_overrides_caution_direction,caution,championship_consensus_accept,3.271503
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.750277,"clip,dinov2,siglip2",2.357018,3,False,Low,calm,Positive,0.0,0.605255,,True,True,track2_0557,2.962273,content->calm,accept_candidate,model_and_public_style_consensus_overrides_caution_direction,caution,championship_consensus_accept,3.247301
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.69676,"clip,dinov2,siglip2",2.28543,3,False,Low,calm,Positive,0.0,0.669083,,True,True,track2_0800,2.954513,content->calm,accept_candidate,model_and_public_style_consensus_overrides_caution_direction,caution,championship_consensus_accept,3.234189
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,tired,0,Negative,False,3,0.822765,"clip,dinov2,siglip2",2.598094,3,False,Low,sad,Negative,0.0,0.531637,,True,True,track2_0196,3.129731,tired->sad,hold,insufficient_row_support,observe,hold,3.572007
"clip,dinov2,gemini35,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.85,"clip,dinov2,gemini35,siglip2",2.551428,4,False,Low,calm,Positive,0.0,0.446613,"The gentle poses of the women looking out over the water and the soft, muted colors evoke a sense of quiet, peaceful stillness best described as calm.",True,True,track2_0207,2.998041,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,3.413041
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,tired,0,Negative,False,3,0.789427,"clip,dinov2,siglip2",2.311161,3,False,Low,sad,Negative,0.0,0.644926,,True,True,track2_0063,2.956087,tired->sad,hold,insufficient_row_support,observe,hold,3.39503
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,tired,0,Negative,False,3,0.672189,"clip,dinov2,siglip2",2.285597,3,False,Low,sad,Negative,0.0,0.528192,,True,True,track2_0233,2.813789,tired->sad,hold,insufficient_row_support,observe,hold,3.241008
"clip,dinov2,gemini35,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.85,"clip,dinov2,gemini35,siglip2",2.395604,4,False,Low,calm,Positive,0.0,0.39335,"The serene landscape featuring Mount Fuji, the still water, and the muted, earthy color palette evoke a sense of calm stillness rather than active contentment.",True,True,track2_0269,2.788954,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,3.203954
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,tired,0,Negative,False,0,0.668029,"clip,dinov2,siglip2",2.141863,3,False,Low,bored,Negative,0.0,0.600664,,True,True,track2_0504,2.742527,tired->bored,hold,insufficient_row_support,observe,hold,3.16933
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.752131,"clip,dinov2,siglip2",2.270185,3,False,Low,calm,Positive,0.0,0.609278,,True,True,track2_0087,2.879463,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,3.164676
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.696334,"clip,dinov2,siglip2",2.193453,3,False,Low,calm,Positive,0.0,0.636774,,True,True,track2_0481,2.830227,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,3.10986
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.712295,"clip,dinov2,siglip2",2.209011,3,False,Low,calm,Positive,0.0,0.614399,,True,True,track2_0678,2.82341,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,3.104639
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.703785,"clip,dinov2,siglip2",2.099376,3,False,Low,calm,Positive,0.0,0.639139,,True,True,track2_0335,2.738516,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,3.018895
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.782145,"clip,dinov2,siglip2",1.982932,3,False,Low,calm,Positive,0.0,0.739249,,True,True,track2_0830,2.722182,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,3.010397
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.650887,"clip,dinov2,siglip2",2.05968,3,False,Low,calm,Positive,0.0,0.627748,,True,True,track2_0451,2.687428,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.962517
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.692411,"clip,dinov2,siglip2",2.071635,3,False,Low,calm,Positive,0.0,0.591704,,True,True,track2_0396,2.663339,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.94258
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.687987,"clip,dinov2,siglip2",2.037142,3,False,Low,calm,Positive,0.0,0.572306,,True,True,track2_0442,2.609448,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.888247
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,tired,0,Negative,False,3,0.676176,"clip,dinov2,siglip2",1.905413,3,False,Low,sad,Negative,0.0,0.553317,,True,True,track2_0930,2.45873,tired->sad,hold,insufficient_row_support,observe,hold,2.886348
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.704227,"clip,dinov2,siglip2",2.041333,3,False,Low,calm,Positive,0.0,0.556703,,True,True,track2_0681,2.598036,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.878459
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.721007,"clip,dinov2,siglip2",1.914395,3,False,Low,calm,Positive,0.0,0.640491,,True,True,track2_0052,2.554886,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.836987
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.641051,"clip,dinov2,siglip2",1.951445,3,False,Low,calm,Positive,0.0,0.605294,,True,True,track2_0781,2.556739,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.830844
"clip,dinov2,public_clean,public_inclusive,siglip2",High,excited,0,Positive,False,1,0.669219,"clip,dinov2,siglip2",1.861262,3,False,High,happy,Positive,0.0,0.534506,,True,True,track2_0964,2.395768,excited->happy,hold,insufficient_row_support,observe,hold,2.82269
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.643132,"clip,dinov2,siglip2",1.951327,3,False,Low,calm,Positive,0.0,0.592669,,True,True,track2_0899,2.543996,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.818309
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.676246,"clip,dinov2,siglip2",2.01325,3,False,Low,calm,Positive,0.0,0.526111,,True,True,track2_0020,2.539362,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.816987
"clip,gemini35,public_clean,siglip2",Low,content,0,Positive,False,20,0.85,"clip,gemini35,siglip2",2.023733,3,False,Low,calm,Positive,0.0,0.465575,"The quiet, static arrangement of scholarly objects and the muted, earthy color palette evoke a profound sense of calm stillness and meditative peace rather than active contentment.",True,True,track2_0777,2.489308,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.784308
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,tired,0,Negative,False,0,0.699128,"clip,dinov2,siglip2",1.816079,3,False,Low,bored,Negative,0.0,0.526687,,True,True,track2_0575,2.342766,tired->bored,hold,insufficient_row_support,observe,hold,2.772679
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.658936,"clip,dinov2,siglip2",1.977662,3,False,Low,calm,Positive,0.0,0.515069,,True,True,track2_0517,2.492731,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.768625
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.637835,"clip,dinov2,siglip2",1.932643,3,False,Low,calm,Positive,0.0,0.560192,,True,True,track2_0746,2.492835,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.766618
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.695319,"clip,dinov2,siglip2",1.89383,3,False,Low,calm,Positive,0.0,0.569824,,True,True,track2_0437,2.463653,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.743185
"clip,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.781004,"clip,siglip2",1.827214,2,False,Low,calm,Positive,0.0,0.730978,,True,True,track2_0944,2.558192,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.726292
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.646089,"clip,dinov2,siglip2",1.882706,3,False,Low,calm,Positive,0.0,0.563871,,True,True,track2_0631,2.446578,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.721187
"clip,dinov2,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.720516,"clip,dinov2,siglip2",1.909372,3,False,Low,calm,Positive,0.0,0.515208,,True,True,track2_0167,2.42458,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.706632
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.648318,"clip,dinov2,siglip2",1.93158,3,False,Low,calm,Positive,0.0,0.49539,,True,True,track2_0191,2.42697,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.701802
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.63165,"clip,dinov2,siglip2",1.924028,3,False,Low,calm,Positive,0.0,0.503491,,True,True,track2_0966,2.427519,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.700684
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.616764,"clip,dinov2,siglip2",1.865198,3,False,Low,calm,Positive,0.0,0.552514,,True,True,track2_0928,2.417712,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.689388
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.639562,"clip,dinov2,siglip2",1.873494,3,False,Low,calm,Positive,0.0,0.530976,,True,True,track2_0994,2.40447,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.678426
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.671495,"clip,dinov2,siglip2",1.838914,3,False,Low,calm,Positive,0.0,0.544926,,True,True,track2_0447,2.38384,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.66099
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.650267,"clip,dinov2,siglip2",1.852734,3,False,Low,calm,Positive,0.0,0.528059,,True,True,track2_0550,2.380793,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.65582
"clip,gemini35,public_clean,siglip2",Low,content,0,Positive,False,20,0.85,"clip,gemini35,siglip2",1.92247,3,False,Low,calm,Positive,0.0,0.43652,"The serene, quiet depiction of nature with muted colors and elegant, balanced composition evokes a sense of calm stillness rather than active contentment.",True,True,track2_0946,2.35899,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.65399
"clip,gemini35,public_clean,siglip2",Low,content,0,Positive,False,20,0.85,"clip,gemini35,siglip2",2.016021,3,False,Low,calm,Positive,0.0,0.324899,"The serene depiction of a boy playing a flute while riding a water buffalo under a tree, rendered in soft ink washes and muted tones, evokes a deep sense of peaceful stillness and calm.",True,True,track2_0756,2.34092,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.63592
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.614729,"clip,dinov2,siglip2",1.791999,3,False,Low,calm,Positive,0.0,0.526533,,True,True,track2_0306,2.318532,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.590005
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.549628,"clip,dinov2,siglip2",1.789583,3,False,Low,calm,Positive,0.0,0.531369,,True,True,track2_0178,2.320952,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.585915
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.595338,"clip,dinov2,siglip2",1.720195,3,False,Low,calm,Positive,0.0,0.595338,,True,True,track2_0494,2.315533,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.585067
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.615703,"clip,dinov2,siglip2",1.796849,3,False,Low,calm,Positive,0.0,0.500202,,True,True,track2_0773,2.297052,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.568622
"clip,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.762479,"clip,siglip2",1.693818,2,False,Low,calm,Positive,0.0,0.708018,,True,True,track2_0271,2.401836,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.568084
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.681114,"clip,dinov2,siglip2",1.805427,3,False,Low,calm,Positive,0.0,0.475688,,True,True,track2_0059,2.281115,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.559226
"clip,dinov2,public_clean,public_inclusive,siglip2",High,aroused,0,Positive,False,1,0.712512,"clip,dinov2,siglip2",1.812027,3,False,High,excited,Positive,0.0,0.301281,,True,True,track2_0982,2.113308,aroused->excited,hold,insufficient_row_support,observe,hold,2.544559
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,tired,0,Negative,False,3,0.578465,"clip,dinov2,siglip2",1.616567,3,False,Low,sad,Negative,0.0,0.499795,,True,True,track2_0179,2.116362,tired->sad,hold,insufficient_row_support,observe,hold,2.534209
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.653439,"clip,dinov2,siglip2",1.607684,3,False,Low,calm,Positive,0.0,0.617638,,True,True,track2_0189,2.225322,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.500666
"clip,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.72176,"clip,siglip2",1.58735,2,False,Low,calm,Positive,0.0,0.713399,,True,True,track2_0760,2.300749,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.462925
"clip,dinov2,public_clean,public_inclusive,siglip2",High,happy,0,Positive,False,3,0.549317,"clip,dinov2,siglip2",1.683674,3,False,High,excited,Positive,0.0,0.357904,,True,True,track2_0635,2.041578,happy->excited,hold,insufficient_row_support,observe,hold,2.45651
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.619083,"clip,dinov2,siglip2",1.670688,3,False,Low,calm,Positive,0.0,0.512519,,True,True,track2_0229,2.183206,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.455114
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.559317,"clip,dinov2,siglip2",1.722995,3,False,Low,calm,Positive,0.0,0.430027,,True,True,track2_0477,2.153022,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.418954
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.586282,"clip,dinov2,siglip2",1.713964,3,False,Low,calm,Positive,0.0,0.431368,,True,True,track2_0626,2.145332,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.41396
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.567638,"clip,dinov2,siglip2",1.566235,3,False,Low,calm,Positive,0.0,0.567638,,True,True,track2_0526,2.133873,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.400637
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.551543,"clip,dinov2,siglip2",1.57824,3,False,Low,calm,Positive,0.0,0.522143,,True,True,track2_0572,2.100383,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.365537
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.648084,"clip,dinov2,siglip2",1.612636,3,False,Low,calm,Positive,0.0,0.457871,,True,True,track2_0413,2.070507,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.345315
"clip,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.741931,"clip,siglip2",1.478592,2,False,Low,calm,Positive,0.0,0.693711,,True,True,track2_0185,2.172303,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.336496
"clip,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.747005,"clip,siglip2",1.622913,2,False,Low,calm,Positive,0.0,0.540652,,True,True,track2_0125,2.163565,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.328266
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.564143,"clip,dinov2,siglip2",1.483495,3,False,Low,calm,Positive,0.0,0.564143,,True,True,track2_0609,2.047638,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.314052
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.62182,"clip,dinov2,siglip2",1.646259,3,False,Low,calm,Positive,0.0,0.383184,,True,True,track2_0155,2.029443,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.301625
"dinov2,public_clean,public_inclusive,siglip2",High,excited,0,Positive,False,1,0.675357,"dinov2,siglip2",1.418338,2,False,High,happy,Positive,0.0,0.538812,,True,True,track2_0263,1.95715,excited->happy,hold,insufficient_row_support,observe,hold,2.264686
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.493598,"clip,dinov2,siglip2",1.544706,3,False,Low,calm,Positive,0.0,0.457793,,True,True,track2_0483,2.002499,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.261859
"clip,gemini35,public_clean,siglip2",Low,content,0,Positive,False,20,0.85,"clip,gemini35,siglip2",1.743457,3,False,Low,calm,Positive,0.0,0.214284,"The serene expression of the woman and the soft, delicate charcoal shading evoke a sense of quiet, peaceful calm rather than active contentment.",True,True,track2_0539,1.957741,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.252741
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,tired,0,Negative,False,3,0.458364,"clip,dinov2,siglip2",1.449876,3,False,Low,sad,Negative,0.0,0.376186,,True,True,track2_0221,1.826062,tired->sad,hold,insufficient_row_support,observe,hold,2.231898
"clip,dinov2,public_clean,public_inclusive,siglip2",High,alarmed,0,Negative,False,0,0.462593,"clip,dinov2,siglip2",1.45544,3,False,High,frustrated,Negative,0.0,0.346449,,True,True,track2_0412,1.801889,alarmed->frustrated,hold,insufficient_row_support,observe,hold,2.208148
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.58909,"clip,dinov2,siglip2",1.533724,3,False,Low,calm,Positive,0.0,0.398665,,True,True,track2_0795,1.932389,content->calm,hold,caution_direction_needs_high_evidence,caution,hold,2.201298
