candidate_name,from,risk,same_quadrant,sample_id,to,transition
v14b_sameq_clip094,"{'emotion': 'content', 'valence': 'Positive', 'arousal': 'Low'}",same_quadrant,True,track2_0210,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",content->calm
v14b_sameq_clip094,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",same_quadrant,True,track2_0368,"{'emotion': 'content', 'valence': 'Positive', 'arousal': 'Low'}",calm->content
v14b_sameq_clip094,"{'emotion': 'content', 'valence': 'Positive', 'arousal': 'Low'}",same_quadrant,True,track2_0475,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",content->calm
v14b_sameq_clip094,"{'emotion': 'content', 'valence': 'Positive', 'arousal': 'Low'}",same_quadrant,True,track2_0513,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",content->calm
v14b_sameq_clip094,"{'emotion': 'content', 'valence': 'Positive', 'arousal': 'Low'}",same_quadrant,True,track2_0555,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",content->calm
v14b_sameq_clip094,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",same_quadrant,True,track2_0719,"{'emotion': 'content', 'valence': 'Positive', 'arousal': 'Low'}",calm->content
v14b_sameq_clip094,"{'emotion': 'content', 'valence': 'Positive', 'arousal': 'Low'}",same_quadrant,True,track2_0722,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",content->calm
v14b_sameq_clip094,"{'emotion': 'frustrated', 'valence': 'Negative', 'arousal': 'High'}",same_quadrant,True,track2_0726,"{'emotion': 'alarmed', 'valence': 'Negative', 'arousal': 'High'}",frustrated->alarmed
v14b_sameq_clip094,"{'emotion': 'content', 'valence': 'Positive', 'arousal': 'Low'}",same_quadrant,True,track2_0746,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",content->calm
v14b_sameq_clip094,"{'emotion': 'content', 'valence': 'Positive', 'arousal': 'Low'}",same_quadrant,True,track2_0773,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",content->calm
v14b_sameq_clip094,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",same_quadrant,True,track2_0807,"{'emotion': 'content', 'valence': 'Positive', 'arousal': 'Low'}",calm->content
v14b_sameq_clip094,"{'emotion': 'content', 'valence': 'Positive', 'arousal': 'Low'}",same_quadrant,True,track2_0869,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",content->calm
v14b_sameq_clip094,"{'emotion': 'content', 'valence': 'Positive', 'arousal': 'Low'}",same_quadrant,True,track2_0871,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",content->calm
v14b_sameq_clip094,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",same_quadrant,True,track2_0902,"{'emotion': 'content', 'valence': 'Positive', 'arousal': 'Low'}",calm->content
v14b_sameq_clip094,"{'emotion': 'content', 'valence': 'Positive', 'arousal': 'Low'}",same_quadrant,True,track2_0914,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",content->calm
v14b_sameq_clip094,"{'emotion': 'content', 'valence': 'Positive', 'arousal': 'Low'}",same_quadrant,True,track2_0942,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",content->calm
v14b_sameq_clip094,"{'emotion': 'content', 'valence': 'Positive', 'arousal': 'Low'}",same_quadrant,True,track2_0996,"{'emotion': 'calm', 'valence': 'Positive', 'arousal': 'Low'}",content->calm
