sample_id,in_b80,in_b120,in_b160,source,tier,priority,score,caption,v3_image,candidate_image
track1_0628,True,True,True,v5_human_accept48,caption_faithful_guard,100000,44.0,"A Socialist Realism Soviet poster with bold Cyrillic typography contrasts wartime devastation behind barbed wire with liberated Ukrainian peasants harvesting golden wheat under a bright sky, using strong graphic composition and earthy colors.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0628.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0628_caption_faithful_guard_c01.png
track1_0665,True,True,True,v5_human_accept48,caption_faithful_guard,100000,38.0,"A Socialist Realism Soviet victory poster with bold Russian typography, a large medal suspended from a black-and-orange ribbon above Kremlin towers, crowds, fireworks, and radiant blue searchlights in a solemn celebratory composition.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0665.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0665_caption_faithful_guard_c01.png
track1_0717,True,True,True,v5_human_accept48,caption_faithful_guard,100000,37.0,"A Socialist Realism Soviet poster with two medal-wearing figures holding a commemorative scroll for the 220th anniversary of the USSR Academy of Sciences, framed by bold Cyrillic lettering, pastel watercolor washes, and a formal building below.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0717.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0717_caption_faithful_guard_c01.png
track1_0747,True,True,True,v5_human_accept48,caption_faithful_guard,100000,43.0,"A Socialist Realism Soviet wartime propaganda poster with bold Cyrillic lettering, mounted soldiers, fleeing civilians, burning village ruins, aircraft overhead, and dramatic brushwork in a muted blue, red, and ochre palette.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0747.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0747_caption_faithful_guard_c01.png
track1_0750,True,True,True,v5_human_accept48,caption_faithful_guard,100000,28.0,"A Socialist Realism wartime propaganda poster with comic-like panels of civilians resisting fascist forces through sabotage, explosions, burning vehicles, red flags, Cyrillic slogans, and bold red, black, and pale blue graphic linework.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0750.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0750_caption_faithful_guard_c01.png
track1_0803,True,True,True,v5_human_accept48,caption_faithful_guard,100000,42.0,"A Socialist Realism propaganda poster with the Soviet, American, and British flags flying above a Kremlin tower crowned by a red star, framed by dramatic blue searchlight beams, bold Russian text, and a solemn wartime color palette.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0803.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0803_caption_faithful_guard_c01.png
track1_0816,True,True,True,v5_human_accept48,caption_faithful_guard,100000,33.0,"A Socialist Realism propaganda poster with bold Cyrillic lettering, heroic cavalry, soldiers, and civilians marching through a rural wartime landscape in vivid brushstrokes and dramatic warm light.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0816.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0816_caption_faithful_guard_c01.png
track1_0881,True,True,True,v5_human_accept48,caption_faithful_guard,100000,34.0,"A Socialist Realism propaganda poster of a decorated Soviet pilot holding a flight map before military airplanes in a blue sky, framed by laurel wreaths, red ribbons, bold Cyrillic lettering, and heroic patriotic composition.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0881.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0881_caption_faithful_guard_c01.png
track1_0903,True,True,True,v5_human_accept48,anti_template_diversifier,100000,17.0,"A Gongbi-style traditional Chinese scene with finely outlined robed figures and children gathered beneath a twisting pine tree, rendered in delicate brushwork, muted colors, and a calm garden setting.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0903.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0903_anti_template_diversifier_c01.png
track1_0917,True,True,True,v5_human_accept48,anti_template_diversifier,100000,18.0,"A Gongbi painting of an ancient Chinese court scene with a seated noble figure receiving attendants on a palace terrace, rendered with fine linework, delicate colors, and a calm formal atmosphere.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0917.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0917_anti_template_diversifier_c01.png
track1_0919,True,True,True,v5_human_accept48,anti_template_diversifier,100000,19.0,"A Gongbi circular landscape painting on a pale album page, featuring a small pavilion by water among blue-green rocks, trees, distant hills, tiny figures, and delicate fine-line brushwork in muted earthy tones.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0919.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0919_anti_template_diversifier_c01.png
track1_0926,True,True,True,v5_human_accept48,caption_faithful_guard,100000,30.0,"A Gongbi-style album spread on aged paper with two muted brown portrait panels, delicate calligraphy columns, faint ink figures, and a quiet antique atmosphere.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0926.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0926_caption_faithful_guard_c01.png
track1_0932,True,True,True,v5_human_accept48,anti_template_diversifier,100000,20.0,"A serene Gongbi courtyard garden scene with finely outlined figures walking near a pavilion, willow trees, rocks, and a small bridge in muted earthy colors.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0932.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0932_anti_template_diversifier_c01.png
track1_0938,True,True,True,v5_human_accept48,anti_template_diversifier,100000,21.0,"Ink and wash painting of a serene riverside landscape with rocky banks, clustered trees, a small pavilion, and misty distant islands rendered in delicate sepia brushwork.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0938.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0938_anti_template_diversifier_c01.png
track1_0942,True,True,True,v5_human_accept48,anti_template_diversifier,100000,22.0,A Gongbi style Chinese scene with finely outlined figures gathered around a low tea table beneath pine trees in a quiet pastoral landscape.,submissions/track1_candidate_v3_gate7_20260606/images/track1_0942.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0942_anti_template_diversifier_c01.png
track1_0944,True,True,True,v5_human_accept48,anti_template_diversifier,100000,23.0,"A Gongbi painting of children playing in a tranquil garden landscape with rocks, bamboo, a fence, and soft pale colors defined by delicate fine-line brushwork.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0944.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0944_anti_template_diversifier_c01.png
track1_0953,True,True,True,v5_human_accept48,anti_template_diversifier,100000,24.0,"A black bird perched on a gnarled branch with reddish autumn leaves, rendered in Gongbi style with delicate linework, muted colors, and a calm album-leaf composition.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0953.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0953_anti_template_diversifier_c01.png
track1_0962,True,True,True,v5_human_accept48,reference_family_primary,100000,1.0,"Abstract watercolor study of a reclining skeletal animal-like form on aged paper, with loose pink, purple, and black brushstrokes and faint pencil lines creating a somber, unfinished composition.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0962.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0962_reference_family_primary_c01.png
track1_0963,True,True,True,v5_human_accept48,reference_family_primary,100000,2.0,"Ukiyo-e scene of two women in patterned kimonos and a young child standing outdoors near tall vertical reeds, with delicate linework and a muted earthy color palette.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0963.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0963_reference_family_primary_c01.png
track1_0964,True,True,True,v5_human_accept48,reference_family_primary,100000,3.0,"A Ukiyo-e scene of three figures standing on a rocky coastal cliff beside blue waves, with tall misty rock formations in the distance, delicate linework, and a muted earthy color palette.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0964.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0964_reference_family_primary_c01.png
track1_0966,True,True,True,v5_human_accept48,anti_template_diversifier,100000,25.0,"Ink and wash painting of a serene mountain landscape with misty peaks, winding water paths, sparse trees, and soft monochrome brushwork on aged paper.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0966.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0966_anti_template_diversifier_c01.png
track1_0967,True,True,True,v5_human_accept48,reference_family_primary,100000,4.0,"Ink and wash painting of a tranquil bamboo grove with a winding stream, small rocks, and a lone seated figure, rendered in delicate brushwork on a warm brown ground with a calm, sparse composition.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0967.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0967_reference_family_primary_c01.png
track1_0975,True,True,True,v5_human_accept48,reference_family_primary,100000,5.0,"Ink and wash painting of a serene misty mountain landscape with pine trees, a small pavilion on the hillside, a winding river or lake, and a distant sailboat rendered in delicate brushwork and muted earth tones.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0975.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0975_reference_family_primary_c01.png
track1_0976,True,True,True,v5_human_accept48,reference_family_primary,100000,6.0,"Abstract watercolor and ink composition with layered brown mask-like forms, a red and blue zigzag band, green washes, and bold black organic shapes in a loose, textured arrangement.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0976.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0976_reference_family_primary_c01.png
track1_0977,True,True,True,v5_human_accept48,anti_template_diversifier,100000,26.0,"Ink and wash painting of two small mounted landscape scenes on a pale album page, featuring misty hills, trees, riverbanks, and subdued earthy tones with delicate brushwork.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0977.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0977_anti_template_diversifier_c01.png
track1_0981,True,True,True,v5_human_accept48,reference_family_primary,100000,7.0,"A Baroque religious scene of the Madonna and infant surrounded by kneeling and standing worshippers presenting gifts among shadowed architectural ruins, with dramatic light, muted colors, and flowing drapery.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0981.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0981_reference_family_primary_c01.png
track1_0982,True,True,True,v5_human_accept48,reference_family_primary,100000,8.0,"Abstract black woodcut-like silhouette of a tall organic plant form with wing-shaped leaves, rough vertical texture, and sparse white carved lines on a beige paper background.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0982.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0982_reference_family_primary_c01.png
track1_0983,True,True,True,v5_human_accept48,reference_family_primary,100000,9.0,"Abstract ink line drawing of overlapping fragmented human figures and organic shapes on beige paper, with delicate contour lines, cross-hatching, and a sparse composition.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0983.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0983_reference_family_primary_c01.png
track1_0986,True,True,True,v5_human_accept48,reference_family_primary,100000,10.0,"Abstract pencil drawing of a stylized face with a single eye, angular mask-like forms, looping elliptical lines, and soft gray shading on warm beige paper.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0986.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0986_reference_family_primary_c01.png
track1_0988,True,True,True,v5_human_accept48,reference_family_primary,100000,11.0,"Ukiyo-e style flowering shrubs with pink and white blossoms, green leaves, and a delicate dragonfly hovering against a muted beige background with fine ink lines and soft colors.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0988.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0988_reference_family_primary_c01.png
track1_0992,True,True,True,v5_human_accept48,reference_family_primary,100000,12.0,"Ukiyo-e scene of three figures in patterned traditional kimono among tall grasses, with muted colors, delicate linework, and a calm outdoor composition.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0992.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0992_reference_family_primary_c01.png
track1_0993,True,True,True,v5_human_accept48,reference_family_primary,100000,13.0,"An Early Renaissance portrait of a solemn middle-aged man in a deep blue robe before rich burgundy drapery, rendered with fine detail, muted colors, and soft modeling of light and shadow.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0993.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0993_reference_family_primary_c01.png
track1_0997,True,True,True,v5_human_accept48,reference_family_primary,100000,14.0,"Ukiyo-e woodblock print of elegantly dressed Japanese figures gathered in an interior before sliding panels with a mountain landscape, rendered with fine linework, muted colors, and a calm theatrical composition.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0997.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0997_reference_family_primary_c01.png
track1_0998,True,True,True,v5_human_accept48,reference_family_primary,100000,15.0,"Abstract pencil sketch of a fragmented interior scene with angular geometric forms, overlapping objects, loose graphite lines, and a muted beige paper texture.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0998.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0998_reference_family_primary_c01.png
track1_0999,True,True,True,v5_human_accept48,reference_family_primary,100000,16.0,"A Baroque black-and-white engraved landscape with travelers on horseback and on foot moving along a rural path beside a large shadowed tree, distant fields, dense foliage, and fine etched linework.",submissions/track1_candidate_v3_gate7_20260606/images/track1_0999.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_0999_reference_family_primary_c01.png
track1_1000,True,True,True,v5_human_accept48,caption_faithful_guard,100000,27.0,"Ink and wash painting of a vertical Chinese landscape scroll with misty mountains, tall pine trees, a small pavilion, flowing brushwork, calligraphy inscription, and a red seal in a serene monochrome palette.",submissions/track1_candidate_v3_gate7_20260606/images/track1_1000.jpg,experiments/track1_v5_smoke_20260608/generated/images/track1_1000_caption_faithful_guard_c01.png
track1_0197,False,True,True,human_v25_wave2_package_diff,human_review,72000,0.0,,submissions/track1_candidate_v3_gate7_20260606/images/track1_0197.jpg,/Users/yhryzy/dev/emoart-130k/submissions/track1_candidate_human_v25_wave2_redteam_20260514/images/track1_0197.jpg
track1_0721,False,True,True,human_v25_wave2_package_diff,human_review,72000,0.0,,submissions/track1_candidate_v3_gate7_20260606/images/track1_0721.jpg,/Users/yhryzy/dev/emoart-130k/submissions/track1_candidate_human_v25_wave2_redteam_20260514/images/track1_0721.jpg
track1_0042,False,True,True,pilot100_human24_package_diff,human_review,78000,0.0,,submissions/track1_candidate_v3_gate7_20260606/images/track1_0042.jpg,/Users/yhryzy/dev/emoart-130k/submissions/track1_candidate_pilot100_human24_20260603/images/track1_0042.jpg
track1_0048,False,True,True,pilot100_human24_package_diff,human_review,78000,0.0,,submissions/track1_candidate_v3_gate7_20260606/images/track1_0048.jpg,/Users/yhryzy/dev/emoart-130k/submissions/track1_candidate_pilot100_human24_20260603/images/track1_0048.jpg
track1_0057,False,True,True,pilot100_human24_package_diff,human_review,78000,0.0,,submissions/track1_candidate_v3_gate7_20260606/images/track1_0057.jpg,/Users/yhryzy/dev/emoart-130k/submissions/track1_candidate_pilot100_human24_20260603/images/track1_0057.jpg
track1_0140,False,True,True,pilot100_human24_package_diff,human_review,78000,0.0,,submissions/track1_candidate_v3_gate7_20260606/images/track1_0140.jpg,/Users/yhryzy/dev/emoart-130k/submissions/track1_candidate_pilot100_human24_20260603/images/track1_0140.jpg
