all_sources,current_arousal,current_emotion,current_label_issue_count,current_valence,exact_duplicate,failed_transition_count,max_confidence,model_sources,model_support_score,model_vote_count,near_duplicate,proposed_arousal,proposed_emotion,proposed_valence,public_duplicate_support_score,public_style_support_score,rationale,same_arousal,same_quadrant,same_valence,sample_id,support_score,transition,v21_decision,v21_reasons,v21_score,v21_tier
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.745742,"clip,dinov2,siglip2",2.346549,3,False,Low,calm,Positive,0.0,0.72536,,True,True,True,track2_0443,3.071909,content->calm,accept_candidate,model_family_and_public_style_consensus,3.792344,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.744333,"clip,dinov2,siglip2",2.304232,3,False,Low,calm,Positive,0.0,0.724092,,True,True,True,track2_0169,3.028323,content->calm,accept_candidate,model_family_and_public_style_consensus,3.748556,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.793806,"clip,dinov2,siglip2",2.3847,3,False,Low,calm,Positive,0.0,0.627619,,True,True,True,track2_0099,3.012319,content->calm,accept_candidate,model_family_and_public_style_consensus,3.729757,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.764003,"clip,dinov2,siglip2",2.413591,3,False,Low,calm,Positive,0.0,0.595364,,True,True,True,track2_0996,3.008955,content->calm,accept_candidate,model_family_and_public_style_consensus,3.721751,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.757141,"clip,dinov2,siglip2",2.48509,3,False,Low,calm,Positive,0.0,0.519426,,True,True,True,track2_0455,3.004516,content->calm,accept_candidate,model_family_and_public_style_consensus,3.711447,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.727494,"clip,dinov2,siglip2",2.329194,3,False,Low,calm,Positive,0.0,0.65956,,True,True,True,track2_0832,2.988754,content->calm,accept_candidate,model_family_and_public_style_consensus,3.703123,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.750277,"clip,dinov2,siglip2",2.357018,3,False,Low,calm,Positive,0.0,0.605255,,True,True,True,track2_0557,2.962273,content->calm,accept_candidate,model_family_and_public_style_consensus,3.674663,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,tired,0,Negative,False,3,0.789427,"clip,dinov2,siglip2",2.311161,3,False,Low,sad,Negative,0.0,0.644926,,True,True,True,track2_0063,2.956087,tired->sad,accept_candidate,model_family_and_public_style_consensus,3.674386,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.69676,"clip,dinov2,siglip2",2.28543,3,False,Low,calm,Positive,0.0,0.669083,,True,True,True,track2_0800,2.954513,content->calm,accept_candidate,model_family_and_public_style_consensus,3.66709,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",High,annoyed,0,Negative,False,0,0.699742,"clip,dinov2,siglip2",2.360111,3,False,Low,calm,Positive,0.0,0.596491,,False,False,False,track2_0441,2.956602,annoyed->calm,accept_candidate,model_family_and_public_style_consensus,3.664336,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,0,0.867206,"clip,dinov2,siglip2",2.43226,3,False,High,excited,Positive,0.0,0.485281,,False,False,True,track2_0779,2.917541,content->excited,accept_candidate,model_family_and_public_style_consensus,3.630887,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,sad,0,Negative,False,0,0.691262,"clip,dinov2,siglip2",2.224587,3,False,Low,calm,Positive,0.0,0.65955,,True,False,False,track2_0618,2.884137,sad->calm,accept_candidate,model_family_and_public_style_consensus,3.595606,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.752131,"clip,dinov2,siglip2",2.270185,3,False,Low,calm,Positive,0.0,0.609278,,True,True,True,track2_0087,2.879463,content->calm,accept_candidate,model_family_and_public_style_consensus,3.592283,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.696334,"clip,dinov2,siglip2",2.193453,3,False,Low,calm,Positive,0.0,0.636774,,True,True,True,track2_0481,2.830227,content->calm,accept_candidate,model_family_and_public_style_consensus,3.540508,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.712295,"clip,dinov2,siglip2",2.209011,3,False,Low,calm,Positive,0.0,0.614399,,True,True,True,track2_0678,2.82341,content->calm,accept_candidate,model_family_and_public_style_consensus,3.533402,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,0,0.805333,"clip,dinov2,siglip2",2.252189,3,False,Low,tired,Negative,0.0,0.562264,,True,False,False,track2_0925,2.814453,calm->tired,accept_candidate,model_family_and_public_style_consensus,3.528238,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,0,0.68756,"clip,dinov2,siglip2",2.220685,3,False,High,excited,Positive,0.0,0.591742,,False,False,True,track2_0998,2.812427,content->excited,accept_candidate,model_family_and_public_style_consensus,3.518854,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,tired,0,Negative,False,3,0.672189,"clip,dinov2,siglip2",2.285597,3,False,Low,sad,Negative,0.0,0.528192,,True,True,True,track2_0233,2.813789,tired->sad,accept_candidate,model_family_and_public_style_consensus,3.514538,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.703785,"clip,dinov2,siglip2",2.099376,3,False,Low,calm,Positive,0.0,0.639139,,True,True,True,track2_0335,2.738516,content->calm,accept_candidate,model_family_and_public_style_consensus,3.449559,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,tired,0,Negative,False,0,0.668029,"clip,dinov2,siglip2",2.141863,3,False,Low,bored,Negative,0.0,0.600664,,True,True,True,track2_0504,2.742527,tired->bored,accept_candidate,model_family_and_public_style_consensus,3.448016,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.782145,"clip,dinov2,siglip2",1.982932,3,False,Low,calm,Positive,0.0,0.739249,,True,True,True,track2_0830,2.722182,content->calm,accept_candidate,model_family_and_public_style_consensus,3.446501,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.650887,"clip,dinov2,siglip2",2.05968,3,False,Low,calm,Positive,0.0,0.627748,,True,True,True,track2_0451,2.687428,content->calm,accept_candidate,model_family_and_public_style_consensus,3.393441,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.692411,"clip,dinov2,siglip2",2.071635,3,False,Low,calm,Positive,0.0,0.591704,,True,True,True,track2_0396,2.663339,content->calm,accept_candidate,model_family_and_public_style_consensus,3.370151,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",High,annoyed,0,Negative,False,0,0.686459,"clip,dinov2,siglip2",2.00115,3,False,Low,calm,Positive,0.0,0.651781,,False,False,False,track2_0806,2.652931,annoyed->calm,accept_candidate,model_family_and_public_style_consensus,3.363472,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.687987,"clip,dinov2,siglip2",2.037142,3,False,Low,calm,Positive,0.0,0.572306,,True,True,True,track2_0442,2.609448,content->calm,accept_candidate,model_family_and_public_style_consensus,3.314548,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.704227,"clip,dinov2,siglip2",2.041333,3,False,Low,calm,Positive,0.0,0.556703,,True,True,True,track2_0681,2.598036,content->calm,accept_candidate,model_family_and_public_style_consensus,3.303343,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.721007,"clip,dinov2,siglip2",1.914395,3,False,Low,calm,Positive,0.0,0.640491,,True,True,True,track2_0052,2.554886,content->calm,accept_candidate,model_family_and_public_style_consensus,3.267401,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.641051,"clip,dinov2,siglip2",1.951445,3,False,Low,calm,Positive,0.0,0.605294,,True,True,True,track2_0781,2.556739,content->calm,accept_candidate,model_family_and_public_style_consensus,3.260394,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.643132,"clip,dinov2,siglip2",1.951327,3,False,Low,calm,Positive,0.0,0.592669,,True,True,True,track2_0899,2.543996,content->calm,accept_candidate,model_family_and_public_style_consensus,3.246933,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.676246,"clip,dinov2,siglip2",2.01325,3,False,Low,calm,Positive,0.0,0.526111,,True,True,True,track2_0020,2.539362,content->calm,accept_candidate,model_family_and_public_style_consensus,3.240289,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,calm,0,Positive,False,0,0.72914,"clip,dinov2,siglip2",1.832689,3,False,Low,bored,Negative,0.0,0.679063,,True,False,False,track2_0319,2.511752,calm->bored,accept_candidate,model_family_and_public_style_consensus,3.227618,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,sad,0,Negative,False,0,0.637413,"clip,dinov2,siglip2",1.994005,3,False,Low,calm,Positive,0.0,0.523445,,True,False,False,track2_0627,2.51745,sad->calm,accept_candidate,model_family_and_public_style_consensus,3.215084,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.637835,"clip,dinov2,siglip2",1.932643,3,False,Low,calm,Positive,0.0,0.560192,,True,True,True,track2_0746,2.492835,content->calm,accept_candidate,model_family_and_public_style_consensus,3.193075,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.658936,"clip,dinov2,siglip2",1.977662,3,False,Low,calm,Positive,0.0,0.515069,,True,True,True,track2_0517,2.492731,content->calm,accept_candidate,model_family_and_public_style_consensus,3.191501,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",High,alarmed,0,Negative,False,0,0.729156,"clip,dinov2,siglip2",1.875804,3,False,Low,sad,Negative,0.0,0.592038,,False,False,True,track2_0030,2.467842,alarmed->sad,accept_candidate,model_family_and_public_style_consensus,3.177617,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.695319,"clip,dinov2,siglip2",1.89383,3,False,Low,calm,Positive,0.0,0.569824,,True,True,True,track2_0437,2.463653,content->calm,accept_candidate,model_family_and_public_style_consensus,3.169166,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,tired,0,Negative,False,0,0.69046,"clip,dinov2,siglip2",1.837752,3,False,Low,calm,Positive,0.0,0.618481,,True,False,False,track2_0211,2.456233,tired->calm,accept_candidate,model_family_and_public_style_consensus,3.164763,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,tired,0,Negative,False,3,0.676176,"clip,dinov2,siglip2",1.905413,3,False,Low,sad,Negative,0.0,0.553317,,True,True,True,track2_0930,2.45873,tired->sad,accept_candidate,model_family_and_public_style_consensus,3.161556,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.646089,"clip,dinov2,siglip2",1.882706,3,False,Low,calm,Positive,0.0,0.563871,,True,True,True,track2_0631,2.446578,content->calm,accept_candidate,model_family_and_public_style_consensus,3.147736,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.648318,"clip,dinov2,siglip2",1.93158,3,False,Low,calm,Positive,0.0,0.49539,,True,True,True,track2_0191,2.42697,content->calm,accept_candidate,model_family_and_public_style_consensus,3.123513,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.63165,"clip,dinov2,siglip2",1.924028,3,False,Low,calm,Positive,0.0,0.503491,,True,True,True,track2_0966,2.427519,content->calm,accept_candidate,model_family_and_public_style_consensus,3.123295,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.616764,"clip,dinov2,siglip2",1.865198,3,False,Low,calm,Positive,0.0,0.552514,,True,True,True,track2_0928,2.417712,content->calm,accept_candidate,model_family_and_public_style_consensus,3.115729,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,tired,0,Negative,False,0,0.700287,"clip,dinov2,siglip2",1.926867,3,False,Low,calm,Positive,0.0,0.48523,,True,False,False,track2_0056,2.412097,tired->calm,accept_candidate,model_family_and_public_style_consensus,3.112086,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.639562,"clip,dinov2,siglip2",1.873494,3,False,Low,calm,Positive,0.0,0.530976,,True,True,True,track2_0994,2.40447,content->calm,accept_candidate,model_family_and_public_style_consensus,3.102803,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",High,annoyed,0,Negative,False,0,0.666584,"clip,dinov2,siglip2",1.76156,3,False,Low,calm,Positive,0.0,0.62926,,False,False,False,track2_0369,2.39082,annoyed->calm,accept_candidate,model_family_and_public_style_consensus,3.098195,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",High,excited,0,Positive,False,1,0.669219,"clip,dinov2,siglip2",1.861262,3,False,High,happy,Positive,0.0,0.534506,,True,True,True,track2_0964,2.395768,excited->happy,accept_candidate,model_family_and_public_style_consensus,3.096721,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.671495,"clip,dinov2,siglip2",1.838914,3,False,Low,calm,Positive,0.0,0.544926,,True,True,True,track2_0447,2.38384,content->calm,accept_candidate,model_family_and_public_style_consensus,3.085704,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.650267,"clip,dinov2,siglip2",1.852734,3,False,Low,calm,Positive,0.0,0.528059,,True,True,True,track2_0550,2.380793,content->calm,accept_candidate,model_family_and_public_style_consensus,3.079778,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,tired,0,Negative,False,0,0.699128,"clip,dinov2,siglip2",1.816079,3,False,Low,bored,Negative,0.0,0.526687,,True,True,True,track2_0575,2.342766,tired->bored,accept_candidate,model_family_and_public_style_consensus,3.045564,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",High,happy,0,Positive,False,0,0.641081,"clip,dinov2,siglip2",1.849568,3,False,Low,calm,Positive,0.0,0.489769,,False,False,True,track2_0974,2.339337,happy->calm,accept_candidate,model_family_and_public_style_consensus,3.034907,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.595338,"clip,dinov2,siglip2",1.720195,3,False,Low,calm,Positive,0.0,0.595338,,True,True,True,track2_0494,2.315533,content->calm,accept_candidate,model_family_and_public_style_consensus,3.014834,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.614729,"clip,dinov2,siglip2",1.791999,3,False,Low,calm,Positive,0.0,0.526533,,True,True,True,track2_0306,2.318532,content->calm,accept_candidate,model_family_and_public_style_consensus,3.014568,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.549628,"clip,dinov2,siglip2",1.789583,3,False,Low,calm,Positive,0.0,0.531369,,True,True,True,track2_0178,2.320952,content->calm,accept_candidate,model_family_and_public_style_consensus,3.012118,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,tired,0,Negative,False,0,0.644785,"clip,dinov2,siglip2",1.853406,3,False,Low,calm,Positive,0.0,0.46369,,True,False,False,track2_0345,2.317096,tired->calm,accept_candidate,model_family_and_public_style_consensus,3.011137,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,tired,0,Negative,False,0,0.548471,"clip,dinov2,siglip2",1.818386,3,False,Low,content,Positive,0.0,0.500883,,True,False,False,track2_0163,2.319269,tired->content,accept_candidate,model_family_and_public_style_consensus,3.008208,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.615703,"clip,dinov2,siglip2",1.796849,3,False,Low,calm,Positive,0.0,0.500202,,True,True,True,track2_0773,2.297052,content->calm,accept_candidate,model_family_and_public_style_consensus,2.991322,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.681114,"clip,dinov2,siglip2",1.805427,3,False,Low,calm,Positive,0.0,0.475688,,True,True,True,track2_0059,2.281115,content->calm,accept_candidate,model_family_and_public_style_consensus,2.978902,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.653439,"clip,dinov2,siglip2",1.607684,3,False,Low,calm,Positive,0.0,0.617638,,True,True,True,track2_0189,2.225322,content->calm,accept_candidate,model_family_and_public_style_consensus,2.930832,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.619083,"clip,dinov2,siglip2",1.670688,3,False,Low,calm,Positive,0.0,0.512519,,True,True,True,track2_0229,2.183206,content->calm,accept_candidate,model_family_and_public_style_consensus,2.878609,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.559317,"clip,dinov2,siglip2",1.722995,3,False,Low,calm,Positive,0.0,0.430027,,True,True,True,track2_0477,2.153022,content->calm,accept_candidate,model_family_and_public_style_consensus,2.837869,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.586282,"clip,dinov2,siglip2",1.713964,3,False,Low,calm,Positive,0.0,0.431368,,True,True,True,track2_0626,2.145332,content->calm,accept_candidate,model_family_and_public_style_consensus,2.83243,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.567638,"clip,dinov2,siglip2",1.566235,3,False,Low,calm,Positive,0.0,0.567638,,True,True,True,track2_0526,2.133873,content->calm,accept_candidate,model_family_and_public_style_consensus,2.829019,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,tired,0,Negative,False,3,0.578465,"clip,dinov2,siglip2",1.616567,3,False,Low,sad,Negative,0.0,0.499795,,True,True,True,track2_0179,2.116362,tired->sad,accept_candidate,model_family_and_public_style_consensus,2.807625,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",High,aroused,0,Positive,False,1,0.712512,"clip,dinov2,siglip2",1.812027,3,False,High,excited,Positive,0.0,0.301281,,True,True,True,track2_0982,2.113308,aroused->excited,accept_candidate,model_family_and_public_style_consensus,2.801399,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.551543,"clip,dinov2,siglip2",1.57824,3,False,Low,calm,Positive,0.0,0.522143,,True,True,True,track2_0572,2.100383,content->calm,accept_candidate,model_family_and_public_style_consensus,2.791056,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.648084,"clip,dinov2,siglip2",1.612636,3,False,Low,calm,Positive,0.0,0.457871,,True,True,True,track2_0413,2.070507,content->calm,accept_candidate,model_family_and_public_style_consensus,2.764405,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.564143,"clip,dinov2,siglip2",1.483495,3,False,Low,calm,Positive,0.0,0.564143,,True,True,True,track2_0609,2.047638,content->calm,accept_candidate,model_family_and_public_style_consensus,2.742259,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",High,happy,0,Positive,False,3,0.549317,"clip,dinov2,siglip2",1.683674,3,False,High,excited,Positive,0.0,0.357904,,True,True,True,track2_0635,2.041578,happy->excited,accept_candidate,model_family_and_public_style_consensus,2.720577,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.62182,"clip,dinov2,siglip2",1.646259,3,False,Low,calm,Positive,0.0,0.383184,,True,True,True,track2_0155,2.029443,content->calm,accept_candidate,model_family_and_public_style_consensus,2.716011,consensus
"clip,dinov2,public_clean,public_inclusive,siglip2",Low,content,0,Positive,False,20,0.493598,"clip,dinov2,siglip2",1.544706,3,False,Low,calm,Positive,0.0,0.457793,,True,True,True,track2_0483,2.002499,content->calm,accept_candidate,model_family_and_public_style_consensus,2.684032,consensus
